country,score,economy,perceived_corruption,year,latitude,longitude,continent,continent_Africa,continent_Americas,continent_Asia,continent_Europe,continent_Oceania
Brazil,6.3,1.004,0.914,2019,-14.235004,-51.92528,Americas,0,1,0,0,0
Uruguay,6.293,1.124,0.85,2019,-32.522779,-55.765835,Americas,0,1,0,0,0
Singapore,6.262,1.572,0.547,2019,1.352083,103.819836,Asia,0,0,1,0,0
El Salvador,6.253,0.794,0.926,2019,13.794185,-88.89653,Americas,0,1,0,0,0
Italy,6.223,1.294,0.97,2019,41.87194,12.56738,Europe,0,0,0,1,0
Bahrain,6.199,1.362,0.89,2019,25.930414,50.637772,Asia,0,0,1,0,0
Slovakia,6.198,1.246,0.986,2019,48.669026,19.699024,Europe,0,0,0,1,0
Trinidad & Tobago,6.192,1.231,0.984,2019,10.691803,-61.222503,Americas,0,1,0,0,0
Poland,6.182,1.206,0.95,2019,51.919438,19.145136,Europe,0,0,0,1,0
Uzbekistan,6.174,0.745,0.76,2019,41.377491,64.585262,Asia,0,0,1,0,0
Lithuania,6.149,1.238,0.958,2019,55.169438,23.881275,Europe,0,0,0,1,0
Colombia,6.125,0.985,0.966,2019,4.570868,-74.297333,Americas,0,1,0,0,0
Slovenia,6.118,1.258,0.943,2019,46.151241,14.995463,Europe,0,0,0,1,0
Nicaragua,6.105,0.694,0.873,2019,12.865416,-85.207229,Americas,0,1,0,0,0
Kosovo,6.1,0.882,0.994,2019,42.602636,20.902977,Europe,0,0,0,1,0
Argentina,6.086,1.092,0.95,2019,-38.416097,-63.616672,Americas,0,1,0,0,0
Romania,6.07,1.162,0.995,2019,45.943161,24.96676,Europe,0,0,0,1,0
Cyprus,6.046,1.263,0.959,2019,35.126413,33.429859,Asia,0,0,1,0,0
Ecuador,6.028,0.912,0.913,2019,-1.831239,-78.183406,Americas,0,1,0,0,0
Kuwait,6.021,1.5,0.903,2019,29.31166,47.481766,Asia,0,0,1,0,0
Thailand,6.008,1.05,0.972,2019,15.870032,100.992541,Asia,0,0,1,0,0
Latvia,5.94,1.187,0.936,2019,56.879635,24.603189,Europe,0,0,0,1,0
South Korea,5.895,1.301,0.944,2019,35.907757,127.766922,Asia,0,0,1,0,0
Estonia,5.893,1.237,0.839,2019,58.595272,25.013607,Europe,0,0,0,1,0
Jamaica,5.89,0.831,0.972,2019,18.109581,-77.297508,Americas,0,1,0,0,0
Mauritius,5.888,1.12,0.94,2019,-20.348404,57.552152,Africa,1,0,0,0,0
Japan,5.886,1.327,0.86,2019,36.204824,138.252924,Asia,0,0,1,0,0
Honduras,5.86,0.642,0.922,2019,15.199999,-86.241905,Americas,0,1,0,0,0
Kazakhstan,5.809,1.173,0.904,2019,48.019573,66.923684,Asia,0,0,1,0,0
Bolivia,5.779,0.776,0.936,2019,-16.290154,-63.588653,Americas,0,1,0,0,0
Hungary,5.758,1.201,0.98,2019,47.162494,19.503304,Europe,0,0,0,1,0
Paraguay,5.743,0.855,0.92,2019,-23.442503,-58.443832,Americas,0,1,0,0,0
Northern Cyprus,5.718,1.263,0.838,2019,35.126413,33.429859,Asia,0,0,1,0,0
Peru,5.697,0.96,0.973,2019,-9.189967,-75.015152,Americas,0,1,0,0,0
Portugal,5.693,1.221,0.975,2019,39.399872,-8.224454,Europe,0,0,0,1,0
Pakistan,5.653,0.677,0.902,2019,30.375321,69.345116,Asia,0,0,1,0,0
Russia,5.648,1.183,0.969,2019,61.52401,105.318756,Europe,0,0,0,1,0
Philippines,5.631,0.807,0.893,2019,12.879721,121.774017,Asia,0,0,1,0,0
Serbia,5.603,1.004,0.961,2019,44.016521,21.005859,Europe,0,0,0,1,0
Moldova,5.529,0.685,1,2019,47.411631,28.369885,Europe,0,0,0,1,0
Libya,5.525,1.044,0.848,2019,26.3351,17.228331,Africa,1,0,0,0,0
Montenegro,5.523,1.051,0.92,2019,42.708678,19.37439,Europe,0,0,0,1,0
Tajikistan,5.467,0.493,0.856,2019,38.861034,71.276093,Asia,0,0,1,0,0
Croatia,5.432,1.155,0.978,2019,45.1,15.2,Europe,0,0,0,1,0
Hong Kong,5.43,1.438,0.713,2019,22.396428,114.109497,Asia,0,0,1,0,0
Dominican Republic,5.425,1.015,0.899,2019,18.735693,-70.162651,Americas,0,1,0,0,0
Bosnia and Herzegovina,5.386,0.945,0.994,2019,43.915886,17.679076,Europe,0,0,0,1,0
Turkey,5.373,1.183,0.894,2019,38.963745,35.243322,Asia,0,0,1,0,0
Malaysia,5.339,1.221,0.976,2019,4.210484,101.975766,Asia,0,0,1,0,0
Belarus,5.323,1.067,0.858,2019,53.709807,27.953389,Europe,0,0,0,1,0
Greece,5.287,1.181,0.966,2019,39.074208,21.824312,Europe,0,0,0,1,0
Mongolia,5.285,0.948,0.962,2019,46.862496,103.846656,Asia,0,0,1,0,0
Macedonia,5.274,0.983,0.966,2019,41.608635,21.745275,Europe,0,0,0,1,0
Nigeria,5.265,0.696,0.959,2019,9.081999,8.675277,Africa,1,0,0,0,0
Kyrgyzstan,5.261,0.551,0.977,2019,41.20438,74.766098,Asia,0,0,1,0,0
Turkmenistan,5.247,1.052,0.972,2019,38.969719,59.556278,Asia,0,0,1,0,0
Algeria,5.211,1.002,0.886,2019,28.033886,1.659626,Africa,1,0,0,0,0
Morocco,5.208,0.801,0.924,2019,31.791702,-7.09262,Africa,1,0,0,0,0
Azerbaijan,5.208,1.043,0.818,2019,40.143105,47.576927,Asia,0,0,1,0,0
Lebanon,5.197,0.987,0.973,2019,33.854721,35.862285,Asia,0,0,1,0,0
Indonesia,5.192,0.931,0.972,2019,-0.789275,113.921327,Asia,0,0,1,0,0
China,5.191,1.029,0.9,2019,35.86166,104.195397,Asia,0,0,1,0,0
Vietnam,5.175,0.741,0.927,2019,14.058324,108.277199,Asia,0,0,1,0,0
Bhutan,5.082,0.813,0.833,2019,27.514162,90.433601,Asia,0,0,1,0,0
Cameroon,5.044,0.549,0.963,2019,7.369722,12.354722,Africa,1,0,0,0,0
Bulgaria,5.011,1.092,0.996,2019,42.733883,25.48583,Europe,0,0,0,1,0
Ghana,4.996,0.611,0.96,2019,7.946527,-1.023194,Africa,1,0,0,0,0
Ivory Coast,4.944,0.569,0.91,2019,7.539989,-5.54708,Africa,1,0,0,0,0
Nepal,4.913,0.446,0.911,2019,28.394857,84.124008,Asia,0,0,1,0,0
Jordan,4.906,0.837,0.87,2019,30.585164,36.238414,Asia,0,0,1,0,0
Benin,4.883,0.393,0.918,2019,9.30769,2.315834,Africa,1,0,0,0,0
Congo (Brazzaville),4.812,0.673,0.907,2019,-0.228021,15.827659,Africa,1,0,0,0,0
Gabon,4.799,1.057,0.945,2019,-0.803689,11.609444,Africa,1,0,0,0,0
Laos,4.796,0.764,0.836,2019,19.85627,102.495496,Asia,0,0,1,0,0
South Africa,4.722,0.96,0.945,2019,-30.559482,22.937506,Africa,1,0,0,0,0
Albania,4.719,0.947,0.973,2019,41.153332,20.168331,Europe,0,0,0,1,0
Venezuela,4.707,0.96,0.953,2019,6.42375,-66.58973,Americas,0,1,0,0,0
Cambodia,4.7,0.574,0.938,2019,12.565679,104.990963,Asia,0,0,1,0,0
Palestinian Territories,4.696,0.657,0.934,2019,31.952162,35.233154,Asia,0,0,1,0,0
Senegal,4.681,0.45,0.928,2019,14.497401,-14.452362,Africa,1,0,0,0,0
Somalia,4.668,0,0.73,2019,5.152149,46.199616,Africa,1,0,0,0,0
Namibia,4.639,0.879,0.944,2019,-22.95764,18.49041,Africa,1,0,0,0,0
Niger,4.628,0.138,0.898,2019,17.607789,8.081666,Africa,1,0,0,0,0
Burkina Faso,4.587,0.331,0.887,2019,12.238333,-1.561593,Africa,1,0,0,0,0
Armenia,4.559,0.85,0.936,2019,40.069099,45.038189,Asia,0,0,1,0,0
Iran,4.548,1.1,0.875,2019,32.427908,53.688046,Asia,0,0,1,0,0
Guinea,4.534,0.38,0.914,2019,9.945587,-9.696645,Africa,1,0,0,0,0
Georgia,4.519,0.886,0.836,2019,42.315407,43.356892,Asia,0,0,1,0,0
Gambia,4.516,0.308,0.833,2019,13.443182,-15.310139,Africa,1,0,0,0,0
Kenya,4.509,0.512,0.947,2019,-0.023559,37.906193,Africa,1,0,0,0,0
Mauritania,4.49,0.57,0.912,2019,21.00789,-10.940835,Africa,1,0,0,0,0
Mozambique,4.466,0.204,0.862,2019,-18.665695,35.529562,Africa,1,0,0,0,0
Tunisia,4.461,0.921,0.945,2019,33.886917,9.537499,Africa,1,0,0,0,0
Bangladesh,4.456,0.562,0.857,2019,23.684994,90.356331,Asia,0,0,1,0,0
Iraq,4.437,1.043,0.911,2019,33.223191,43.679291,Asia,0,0,1,0,0
Congo (Kinshasa),4.418,0.094,0.947,2019,-4.038333,21.758664,Africa,1,0,0,0,0
Mali,4.39,0.385,0.948,2019,17.570692,-3.996166,Africa,1,0,0,0,0
Sierra Leone,4.374,0.268,0.955,2019,8.460555,-11.779889,Africa,1,0,0,0,0
Sri Lanka,4.366,0.949,0.953,2019,7.873054,80.771797,Asia,0,0,1,0,0
Myanmar,4.36,0.71,0.828,2019,21.913965,95.956223,Asia,0,0,1,0,0
Chad,4.35,0.35,0.922,2019,15.454166,18.732207,Africa,1,0,0,0,0
Ukraine,4.332,0.82,0.99,2019,48.379433,31.16558,Europe,0,0,0,1,0
Ethiopia,4.286,0.336,0.9,2019,9.145,40.489673,Africa,1,0,0,0,0
Swaziland,4.212,0.811,0.865,2019,-26.522503,31.465866,Africa,1,0,0,0,0
Uganda,4.189,0.332,0.94,2019,1.373333,32.290275,Africa,1,0,0,0,0
Egypt,4.166,0.913,0.933,2019,26.820553,30.802498,Africa,1,0,0,0,0
Zambia,4.107,0.578,0.913,2019,-13.133897,27.849332,Africa,1,0,0,0,0
Togo,4.085,0.275,0.915,2019,8.619543,0.824782,Africa,1,0,0,0,0
India,4.015,0.755,0.915,2019,20.593684,78.96288,Asia,0,0,1,0,0
Liberia,3.975,0.073,0.967,2019,6.428055,-9.429499,Africa,1,0,0,0,0
Comoros,3.973,0.274,0.922,2019,-11.875001,43.872219,Africa,1,0,0,0,0
Madagascar,3.933,0.274,0.959,2019,-18.766947,46.869107,Africa,1,0,0,0,0
Lesotho,3.802,0.489,0.907,2019,-29.609988,28.233608,Africa,1,0,0,0,0
Burundi,3.775,0.046,0.82,2019,-3.373056,29.918886,Africa,1,0,0,0,0
Zimbabwe,3.663,0.366,0.911,2019,-19.015438,29.154857,Africa,1,0,0,0,0
Haiti,3.597,0.323,0.89,2019,18.971187,-72.285215,Americas,0,1,0,0,0
Botswana,3.488,1.041,0.9,2019,-22.328474,24.684866,Africa,1,0,0,0,0
Syria,3.462,0.619,0.859,2019,34.802075,38.996815,Asia,0,0,1,0,0
Malawi,3.41,0.191,0.911,2019,-13.254308,34.301525,Africa,1,0,0,0,0
Yemen,3.38,0.287,0.923,2019,15.552727,48.516388,Asia,0,0,1,0,0
Rwanda,3.334,0.359,0.589,2019,-1.940278,29.873888,Africa,1,0,0,0,0
Tanzania,3.231,0.476,0.853,2019,-6.369028,34.888822,Africa,1,0,0,0,0
Afghanistan,3.203,0.35,0.975,2019,33.93911,67.709953,Asia,0,0,1,0,0
Central African Republic,3.083,0.026,0.965,2019,6.611111,20.939444,Africa,1,0,0,0,0
South Sudan,2.853,0.306,0.909,2019,12.862807,30.217636,Africa,1,0,0,0,0
